Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código Meses,Meses,Unidad,Valor,Símbolo,Descripción del Símbolo
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2011","2011","7021","Valor anual","SLC","342701.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2012","2012","7021","Valor anual","SLC","317387","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2013","2013","7021","Valor anual","SLC","300799.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2014","2014","7021","Valor anual","SLC","434258.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2018","2018","7021","Valor anual","SLC","708070.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2019","2019","7021","Valor anual","SLC","917463.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2020","2020","7021","Valor anual","SLC","1160282.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2021","2021","7021","Valor anual","SLC","1427035","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01229","Melón Cantalupo y otros melones","2022","2022","7021","Valor anual","SLC","740183.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","1996","1996","7021","Valor anual","SLC","117610","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","1997","1997","7021","Valor anual","SLC","137160","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","1998","1998","7021","Valor anual","SLC","129410","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","1999","1999","7021","Valor anual","SLC","78370","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2000","2000","7021","Valor anual","SLC","97720","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2001","2001","7021","Valor anual","SLC","70380","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2002","2002","7021","Valor anual","SLC","83890","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2003","2003","7021","Valor anual","SLC","78900","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2004","2004","7021","Valor anual","SLC","89560","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2005","2005","7021","Valor anual","SLC","93110","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2006","2006","7021","Valor anual","SLC","111270","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2007","2007","7021","Valor anual","SLC","102950","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2008","2008","7021","Valor anual","SLC","118850","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2009","2009","7021","Valor anual","SLC","126875.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2010","2010","7021","Valor anual","SLC","156922.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2011","2011","7021","Valor anual","SLC","152836.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2012","2012","7021","Valor anual","SLC","221766.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2013","2013","7021","Valor anual","SLC","252147.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2014","2014","7021","Valor anual","SLC","482057.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2015","2015","7021","Valor anual","SLC","386429","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2016","2016","7021","Valor anual","SLC","534160","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2017","2017","7021","Valor anual","SLC","424661.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2018","2018","7021","Valor anual","SLC","505185","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2019","2019","7021","Valor anual","SLC","513931.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2020","2020","7021","Valor anual","SLC","704521.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2021","2021","7021","Valor anual","SLC","812957.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01342.02","Membrillos","2022","2022","7021","Valor anual","SLC","569128.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1991","1991","7021","Valor anual","SLC","73499","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1992","1992","7021","Valor anual","SLC","80044","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1993","1993","7021","Valor anual","SLC","78807","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1994","1994","7021","Valor anual","SLC","75228","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1995","1995","7021","Valor anual","SLC","96283","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1996","1996","7021","Valor anual","SLC","101640","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1997","1997","7021","Valor anual","SLC","110933","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1998","1998","7021","Valor anual","SLC","152658","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","1999","1999","7021","Valor anual","SLC","92050","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2000","2000","7021","Valor anual","SLC","88700","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2001","2001","7021","Valor anual","SLC","82060","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2002","2002","7021","Valor anual","SLC","83670","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2003","2003","7021","Valor anual","SLC","83900","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2004","2004","7021","Valor anual","SLC","80740","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2005","2005","7021","Valor anual","SLC","92860","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2006","2006","7021","Valor anual","SLC","106690","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2007","2007","7021","Valor anual","SLC","106800","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2008","2008","7021","Valor anual","SLC","89950","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2009","2009","7021","Valor anual","SLC","138382.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2010","2010","7021","Valor anual","SLC","233102.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2011","2011","7021","Valor anual","SLC","132516.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2012","2012","7021","Valor anual","SLC","291100.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2013","2013","7021","Valor anual","SLC","276965","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2014","2014","7021","Valor anual","SLC","353465","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2015","2015","7021","Valor anual","SLC","340057.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2016","2016","7021","Valor anual","SLC","424206.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2017","2017","7021","Valor anual","SLC","625110","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2018","2018","7021","Valor anual","SLC","497241.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2019","2019","7021","Valor anual","SLC","394705","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2020","2020","7021","Valor anual","SLC","716210","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2021","2021","7021","Valor anual","SLC","715823.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01323","Naranjas","2022","2022","7021","Valor anual","SLC","430851.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1991","1991","7021","Valor anual","SLC","217731","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1992","1992","7021","Valor anual","SLC","198331","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1993","1993","7021","Valor anual","SLC","189965","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1994","1994","7021","Valor anual","SLC","235231","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1995","1995","7021","Valor anual","SLC","313430","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1996","1996","7021","Valor anual","SLC","235259","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1997","1997","7021","Valor anual","SLC","312964","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1998","1998","7021","Valor anual","SLC","240998","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","1999","1999","7021","Valor anual","SLC","184607.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2000","2000","7021","Valor anual","SLC","184968.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2001","2001","7021","Valor anual","SLC","180165.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2002","2002","7021","Valor anual","SLC","197947.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2003","2003","7021","Valor anual","SLC","192328.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2004","2004","7021","Valor anual","SLC","215326.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2005","2005","7021","Valor anual","SLC","293863.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2006","2006","7021","Valor anual","SLC","267494.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2007","2007","7021","Valor anual","SLC","331291","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2008","2008","7021","Valor anual","SLC","371876.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2009","2009","7021","Valor anual","SLC","502397.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2010","2010","7021","Valor anual","SLC","478648","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2011","2011","7021","Valor anual","SLC","478599.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2012","2012","7021","Valor anual","SLC","659772.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2013","2013","7021","Valor anual","SLC","849511.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2014","2014","7021","Valor anual","SLC","924369.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2015","2015","7021","Valor anual","SLC","813906.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2016","2016","7021","Valor anual","SLC","846142.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2017","2017","7021","Valor anual","SLC","863857.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2018","2018","7021","Valor anual","SLC","851960","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2019","2019","7021","Valor anual","SLC","979345.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2020","2020","7021","Valor anual","SLC","1084226.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2021","2021","7021","Valor anual","SLC","1183635","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01241.90","Otras judias, verdes","2022","2022","7021","Valor anual","SLC","1063489.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1991","1991","7021","Valor anual","SLC","49992","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1992","1992","7021","Valor anual","SLC","51364","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1993","1993","7021","Valor anual","SLC","51476","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1994","1994","7021","Valor anual","SLC","67338","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1995","1995","7021","Valor anual","SLC","89640","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1996","1996","7021","Valor anual","SLC","88433","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1997","1997","7021","Valor anual","SLC","70823","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1998","1998","7021","Valor anual","SLC","99609","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","1999","1999","7021","Valor anual","SLC","68211.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2000","2000","7021","Valor anual","SLC","83988","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2001","2001","7021","Valor anual","SLC","67970.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2002","2002","7021","Valor anual","SLC","132305","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2003","2003","7021","Valor anual","SLC","91183.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2004","2004","7021","Valor anual","SLC","73379.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2005","2005","7021","Valor anual","SLC","147677","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2006","2006","7021","Valor anual","SLC","120272.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2007","2007","7021","Valor anual","SLC","180758.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2008","2008","7021","Valor anual","SLC","233166.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2009","2009","7021","Valor anual","SLC","225423.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2010","2010","7021","Valor anual","SLC","122138.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2011","2011","7021","Valor anual","SLC","124312.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2012","2012","7021","Valor anual","SLC","285105","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2013","2013","7021","Valor anual","SLC","278249.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2014","2014","7021","Valor anual","SLC","250984.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2015","2015","7021","Valor anual","SLC","335903.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2016","2016","7021","Valor anual","SLC","249710.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2017","2017","7021","Valor anual","SLC","184897.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2018","2018","7021","Valor anual","SLC","338374.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2019","2019","7021","Valor anual","SLC","260498.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2020","2020","7021","Valor anual","SLC","303505","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2021","2021","7021","Valor anual","SLC","329615","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01510","Papas, patatas","2022","2022","7021","Valor anual","SLC","298655.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1991","1991","7021","Valor anual","SLC","148008","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1992","1992","7021","Valor anual","SLC","246650","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1993","1993","7021","Valor anual","SLC","394143","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1994","1994","7021","Valor anual","SLC","280440","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1995","1995","7021","Valor anual","SLC","189935","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1996","1996","7021","Valor anual","SLC","206390","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1997","1997","7021","Valor anual","SLC","238580","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1998","1998","7021","Valor anual","SLC","227370","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","1999","1999","7021","Valor anual","SLC","152130","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2000","2000","7021","Valor anual","SLC","119590","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2001","2001","7021","Valor anual","SLC","94020","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2002","2002","7021","Valor anual","SLC","155220","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2003","2003","7021","Valor anual","SLC","166470","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2004","2004","7021","Valor anual","SLC","229410","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2005","2005","7021","Valor anual","SLC","305210","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2006","2006","7021","Valor anual","SLC","284650","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2007","2007","7021","Valor anual","SLC","286330","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2008","2008","7021","Valor anual","SLC","611170","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2009","2009","7021","Valor anual","SLC","494861.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2010","2010","7021","Valor anual","SLC","518419.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2011","2011","7021","Valor anual","SLC","451676","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2012","2012","7021","Valor anual","SLC","637036.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2013","2013","7021","Valor anual","SLC","675000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2014","2014","7021","Valor anual","SLC","1003692.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2015","2015","7021","Valor anual","SLC","896249.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2016","2016","7021","Valor anual","SLC","1015978.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2017","2017","7021","Valor anual","SLC","1385123.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2018","2018","7021","Valor anual","SLC","1497334","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2020","2020","7021","Valor anual","SLC","1662028.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2021","2021","7021","Valor anual","SLC","2075983.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01317","Papayas","2022","2022","7021","Valor anual","SLC","1744813.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01232","Pepinos, pepinillos","1991","1991","7021","Valor anual","SLC","80413","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01232","Pepinos, pepinillos","1992","1992","7021","Valor anual","SLC","106297","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01232","Pepinos, pepinillos","1993","1993","7021","Valor anual","SLC","107670","A","Cifra oficial"
